date,price,bedrooms,bathrooms,sqft_living,floors,sqft_above,sqft_basement,street,city,statezip,price_per_sqft
2014-06-17,667500.0,3.0,2.0,1880,1.0,1030,850,7535 18th Ave NE,Seattle,WA 98115,355.0531914893617
2014-06-17,809000.0,3.0,2.5,2590,2.0,2590,0,14575 NE 57th St,Bellevue,WA 98007,312.35521235521236
2014-06-17,400000.0,3.0,2.25,2140,2.0,2140,0,27818 NE 141st St,Duvall,WA 98019,186.9158878504673
2014-06-17,310000.0,4.0,2.0,1870,1.5,1870,0,11750 12th Ave NE,Seattle,WA 98125,165.77540106951872
2014-06-17,435000.0,2.0,1.0,1230,1.0,1230,0,3306 NE 70th St,Seattle,WA 98115,353.6585365853659
2014-06-17,465950.0,4.0,2.5,2340,2.0,2340,0,463 Pasco Pl NE,Renton,WA 98059,199.1239316239316
2014-06-17,253000.0,3.0,1.5,880,1.0,880,0,11457 70th Pl S,Seattle,WA 98178,287.5
2014-06-17,330000.0,3.0,2.5,3040,2.0,3040,0,29678 130th Way SE,Auburn,WA 98092,108.55263157894737
2014-06-17,554000.0,4.0,1.0,1120,1.5,1120,0,1212 NW 105th St,Seattle,WA 98177,494.64285714285717
2014-06-17,350000.0,3.0,2.0,1380,3.0,1380,0,600 21st Ave,Seattle,WA 98122,253.6231884057971
2014-06-17,294999.0,4.0,2.5,1660,2.0,1660,0,11400-11616 SE 266th St,Kent,WA 98030,177.71024096385543
2014-06-17,752000.0,4.0,2.5,2940,2.0,2940,0,14214 SE 77th St,Newcastle,WA 98059,255.78231292517006
2014-06-17,451000.0,4.0,2.5,1670,2.0,1670,0,2319 NE Marion Ln,Issaquah,WA 98029,270.05988023952096
2014-06-17,725000.0,4.0,2.75,2630,2.0,2630,0,13221 NE 93rd St,Redmond,WA 98052,275.6653992395437
2014-06-17,345000.0,4.0,2.75,2250,1.0,1480,770,15801 SE 175th Pl,Renton,WA 98058,153.33333333333334
2014-06-17,206000.0,3.0,1.0,1320,1.0,1320,0,1812 33rd St SE,Auburn,WA 98002,156.06060606060606
2014-06-17,580000.0,5.0,2.0,2700,1.0,1540,1160,620 151st Pl NE,Bellevue,WA 98007,214.8148148148148
2014-06-17,430000.0,3.0,1.0,980,1.0,980,0,3609 49th Ave SW,Seattle,WA 98116,438.7755102040816
2014-06-17,720000.0,4.0,2.5,2650,2.0,2110,540,11433 NE 91st St,Kirkland,WA 98033,271.6981132075472
2014-06-17,824000.0,7.0,4.25,3670,2.0,2800,870,2341 W Crockett St,Seattle,WA 98199,224.52316076294278
2014-06-17,936000.0,3.0,1.75,2960,1.0,1480,1480,3267 57th Ave SW,Seattle,WA 98116,316.2162162162162
2014-06-17,535000.0,4.0,2.75,3070,2.0,3070,0,5351 NE 4th Ct,Renton,WA 98059,174.2671009771987
2014-06-17,286800.0,3.0,2.5,1413,2.0,1413,0,20130 110th Terrace SE,Kent,WA 98031,202.9723991507431
2014-06-17,350000.0,2.0,2.5,1260,3.0,1260,0,9553 Interlake Ave N,Seattle,WA 98103,277.77777777777777
2014-06-17,345000.0,3.0,2.5,1680,2.0,1680,0,611 NE 165th St,Shoreline,WA 98155,205.35714285714286
2014-06-17,435000.0,3.0,2.25,1230,2.0,1080,150,3465 21st Ave W,Seattle,WA 98199,353.6585365853659
2014-06-18,461000.0,3.0,3.25,2770,2.0,1980,790,3419 Meadow Ave N,Renton,WA 98056,166.4259927797834
2014-06-18,770000.0,3.0,2.25,2910,2.0,2910,0,18322 NE 99th Way,Redmond,WA 98052,264.6048109965636
2014-06-18,330000.0,3.0,2.5,1600,2.0,1600,0,32702 NE 202nd St,Duvall,WA 98019,206.25
2014-06-18,322500.0,4.0,2.5,1820,2.0,1820,0,24223 232nd Pl SE,Maple Valley,WA 98038,177.1978021978022
2014-06-18,475000.0,3.0,1.75,1700,1.0,1230,470,1027B NE 130th St,Seattle,WA 98125,279.4117647058824
2014-06-18,250275.0,2.0,1.0,790,1.0,790,0,17941 Riviera Pl SW,Normandy Park,WA 98166,316.80379746835445
2014-06-18,274500.0,3.0,2.25,1720,1.0,1320,400,3924 SW 316th St,Federal Way,WA 98023,159.59302325581396
2014-06-18,284950.0,3.0,1.0,990,1.0,990,0,12654 156th Ave SE,Renton,WA 98059,287.82828282828285
2014-06-18,264950.0,4.0,1.75,1770,1.0,1050,720,26418 199th Pl SE,Covington,WA 98042,149.68926553672316
2014-06-18,242000.0,3.0,2.0,1260,1.0,1260,0,21611 SE 266th St,Maple Valley,WA 98038,192.06349206349208
2014-06-18,913000.0,4.0,2.5,3640,2.0,3640,0,26966 SE 22nd Way,Sammamish,WA 98075,250.82417582417582
2014-06-18,555000.0,3.0,1.75,2040,1.0,1120,920,3850 51st Ave SW,Seattle,WA 98116,272.05882352941177
2014-06-18,711000.0,4.0,1.75,1980,1.0,990,990,3712 88th Ave SE,Mercer Island,WA 98040,359.09090909090907
2014-06-18,403500.0,5.0,2.5,3600,1.0,2410,1190,427 SW 174th St,Normandy Park,WA 98166,112.08333333333333
2014-06-18,975000.0,4.0,2.5,4270,1.0,2680,1590,21502 NE 103rd St,Redmond,WA 98053,228.33723653395785
2014-06-18,253779.0,4.0,2.0,2030,1.5,1430,600,4821 S 175th St,SeaTac,WA 98188,125.01428571428572
2014-06-18,384400.0,3.0,3.25,1689,3.0,1689,0,1021 NE 123rd St,Seattle,WA 98125,227.5902901124926
2014-06-18,646000.0,5.0,2.75,2870,1.0,1650,1220,6316 26th Ave NW,Seattle,WA 98107,225.0871080139373
2014-06-18,415000.0,3.0,1.75,1270,1.0,1270,0,7340 35th Ave SW,Seattle,WA 98126,326.7716535433071
2014-06-18,764000.0,4.0,2.5,2790,2.0,2790,0,23319 NE 15th St,Sammamish,WA 98074,273.8351254480287
2014-06-18,507000.0,5.0,3.25,3850,2.0,3030,820,12975-12983 SE 301st St,Auburn,WA 98092,131.6883116883117
2014-06-18,545500.0,3.0,2.5,1560,1.5,1360,200,2930 S Edmunds St,Seattle,WA 98108,349.6794871794872
2014-06-18,450000.0,3.0,1.75,1180,1.0,760,420,7341 27th Ave NW,Seattle,WA 98117,381.35593220338984
2014-06-18,264000.0,4.0,1.75,1820,1.0,1080,740,12632 SE 214th St,Kent,WA 98031,145.05494505494505
2014-06-18,650000.0,5.0,1.75,1260,1.5,1260,0,830 W Armour St,Seattle,WA 98119,515.8730158730159
2014-06-18,365000.0,3.0,2.5,2640,2.0,1680,960,17917 162nd Pl SE,Renton,WA 98058,138.25757575757575
2014-06-18,343566.0,2.0,1.0,1100,1.0,1100,0,8005 46th Ave SW,Seattle,WA 98136,312.33272727272725
2014-06-18,375000.0,3.0,2.5,1950,2.0,1950,0,2475 NE 182nd Ct,Shoreline,WA 98155,192.30769230769232
2014-06-18,295000.0,3.0,2.0,1380,1.0,1380,0,19807-19813 10th Pl S,Des Moines,WA 98148,213.768115942029
2014-06-18,325000.0,3.0,2.75,2200,1.0,1280,920,16304 128th Pl SE,Renton,WA 98058,147.72727272727272
2014-06-18,265000.0,4.0,1.5,2050,1.0,1050,1000,29140 43rd Ave S,Auburn,WA 98001,129.26829268292684
2014-06-18,562000.0,5.0,3.0,2795,2.0,2795,0,14308 274th Pl NE,Duvall,WA 98019,201.07334525939177
2014-06-18,540000.0,4.0,2.5,2050,2.0,2050,0,17912 236th Pl NE,Woodinville,WA 98077,263.4146341463415
2014-06-18,279950.0,5.0,1.75,2150,1.0,1460,690,23103 125th Ave SE,Kent,WA 98031,130.2093023255814
2014-06-18,540000.0,3.0,1.75,1970,1.0,1420,550,416 NW 181st St,Shoreline,WA 98177,274.11167512690355
2014-06-18,310000.0,4.0,2.5,2660,1.0,1740,920,820 S 300th St,Federal Way,WA 98003,116.54135338345864
2014-06-18,190000.0,1.0,1.0,720,1.0,720,0,8044-8112 Rainier Ave S,Seattle,WA 98118,263.8888888888889
2014-06-18,440000.0,4.0,2.5,2410,2.0,2410,0,34604 Cottonwood Dr SE,Snoqualmie,WA 98065,182.57261410788382
2014-06-18,230000.0,2.0,1.0,1080,1.0,1080,0,11915 SE 161st St,Renton,WA 98058,212.96296296296296
2014-06-18,455000.0,3.0,1.75,1180,1.0,1180,0,45506 SE Tanner Rd,North Bend,WA 98045,385.59322033898303
2014-06-18,175000.0,2.0,1.0,660,1.0,660,0,4100 25th Ave SW,Seattle,WA 98106,265.1515151515151
2014-06-18,650000.0,3.0,1.75,2920,1.0,1620,1300,14245 SE 60th St,Bellevue,WA 98006,222.6027397260274
2014-06-18,192500.0,3.0,1.0,1080,1.5,1080,0,14490 57th Ave S,Tukwila,WA 98168,178.24074074074073
2014-06-18,239950.0,3.0,1.75,1670,1.0,1170,500,33838 37th Ave SW,Federal Way,WA 98023,143.68263473053892
2014-06-18,175000.0,6.0,1.0,1370,1.5,1120,250,8828 12th Ave SW,Seattle,WA 98106,127.73722627737226
2014-06-18,850000.0,5.0,3.5,3450,1.0,2350,1100,11010 108th Ave NE,Kirkland,WA 98033,246.3768115942029
2014-06-18,410000.0,4.0,2.0,1970,1.0,1820,150,13666 17th Ave SW,Burien,WA 98166,208.12182741116752
2014-06-18,570000.0,4.0,2.5,2290,2.0,2290,0,4029-4035 252nd Ave SE,Issaquah,WA 98029,248.90829694323145
2014-06-18,469000.0,5.0,2.5,2240,1.0,1140,1100,20216 12th Ave NW,Shoreline,WA 98177,209.375
2014-06-18,559000.0,2.0,1.0,1240,1.0,1060,180,5927 35th Ave SW,Seattle,WA 98126,450.80645161290323
2014-06-18,739888.0,3.0,2.5,2420,2.0,1690,730,4280 E Lake Sammamish Pkwy SE,Sammamish,WA 98075,305.73884297520664
2014-06-18,568450.0,5.0,3.5,3260,2.0,3260,0,25806 136th Ave SE,Kent,WA 98042,174.37116564417178
2014-06-18,240000.0,2.0,1.0,670,1.0,670,0,10025-10037 31st Ave SW,Seattle,WA 98146,358.2089552238806
2014-06-18,574950.0,5.0,3.25,3160,2.0,3160,0,1010 Greenwood Blvd SW,Issaquah,WA 98027,181.94620253164558
2014-06-18,180000.0,3.0,2.25,1990,2.0,1990,0,24433 14th Ave S,Des Moines,WA 98198,90.45226130653266
2014-06-18,300000.0,3.0,2.5,1700,2.0,1700,0,6729 Shaffer Ave S,Seattle,WA 98108,176.47058823529412
2014-06-18,630000.0,4.0,2.5,2807,2.0,2807,0,8820 NE 160th Pl,Kenmore,WA 98028,224.43890274314214
2014-06-18,507000.0,4.0,1.75,1770,1.0,1170,600,10415 171st Ave NE,Redmond,WA 98052,286.4406779661017
2014-06-18,287500.0,4.0,2.5,2570,1.0,1590,980,33749 29th Ct SW,Federal Way,WA 98023,111.86770428015564
2014-06-18,688000.0,3.0,3.0,3450,2.0,3450,0,22401 NE 25th Way,Sammamish,WA 98074,199.42028985507247
2014-06-18,424000.0,3.0,2.0,1670,1.0,1170,500,10526 NE 139th St,Kirkland,WA 98034,253.89221556886227
2014-06-18,400000.0,3.0,1.75,1050,1.5,950,100,3617 48th Ave SW,Seattle,WA 98116,380.95238095238096
2014-06-18,620000.0,4.0,2.5,1910,2.0,1910,0,4513 186th Ave SE,Issaquah,WA 98027,324.60732984293196
2014-06-18,300000.0,3.0,1.0,910,1.0,910,0,14200-14230 77th Ave NE,Kirkland,WA 98034,329.6703296703297
2014-06-18,615000.0,5.0,2.25,2480,2.0,2480,0,2206 Sahalee Dr E,Sammamish,WA 98074,247.98387096774192
2014-06-18,206000.0,2.0,1.5,1820,2.0,1820,0,5206 S 142nd St,Tukwila,WA 98168,113.18681318681318
2014-06-18,515500.0,4.0,2.5,2920,2.0,2920,0,14821 272nd Pl NE,Duvall,WA 98019,176.54109589041096
2014-06-18,554000.0,5.0,2.25,1870,1.0,1170,700,15871 37th Ave NE,Lake Forest Park,WA 98155,296.2566844919786
2014-06-18,825000.0,4.0,3.5,3810,2.0,3810,0,11229 37th Ave SW,Seattle,WA 98146,216.53543307086613
2014-06-18,855000.0,4.0,2.25,2190,2.0,1800,390,2536 1st Ave W,Seattle,WA 98119,390.4109589041096
2014-06-18,315000.0,3.0,2.5,1730,2.0,1730,0,28001 232nd Pl SE,Maple Valley,WA 98038,182.08092485549133
2014-06-18,299000.0,5.0,2.5,2220,1.0,1110,1110,18820 129th Pl SE,Renton,WA 98058,134.6846846846847
2014-06-18,650000.0,3.0,1.5,1320,1.0,1320,0,3110 109th Ave SE,Bellevue,WA 98004,492.42424242424244
2014-06-18,465000.0,3.0,1.75,1510,1.0,860,650,3040 SW Avalon Way,Seattle,WA 98126,307.94701986754967
2014-06-18,535000.0,3.0,2.0,2120,2.0,2120,0,9115 227 Ave NE,Redmond,WA 98053,252.35849056603774
2014-06-18,564000.0,2.0,2.0,1690,1.0,1690,0,23112 NE 127th Way,Redmond,WA 98053,333.7278106508876
2014-06-18,515000.0,3.0,3.5,1360,2.0,1040,320,5609 11th Ave NW,Seattle,WA 98107,378.6764705882353
2014-06-18,580000.0,4.0,2.5,3250,2.0,3250,0,976 Jericho Pl NE,Renton,WA 98059,178.46153846153845
2014-06-18,309000.0,3.0,2.25,1490,2.0,1220,270,5011-5021 Delridge Way SW,Seattle,WA 98106,207.38255033557047
2014-06-18,536751.0,3.0,1.75,1930,1.0,1930,0,9129 Nye Ave SE,Snoqualmie,WA 98065,278.10932642487046
2014-06-18,415000.0,4.0,2.5,2020,2.0,2020,0,681 Ilwaco Ave NE,Renton,WA 98059,205.44554455445544
2014-06-18,267000.0,3.0,2.25,1584,2.0,1584,0,1376 43rd St NE,Auburn,WA 98002,168.56060606060606
2014-06-18,820000.0,4.0,2.5,3170,2.0,3170,0,9401 117th Ave NE,Kirkland,WA 98033,258.67507886435334
2014-06-18,485000.0,2.0,2.5,1430,3.0,1410,20,303 N 55th St,Seattle,WA 98103,339.16083916083915
2014-06-18,482000.0,3.0,3.25,1380,3.0,1380,0,4507 Linden Ave N,Seattle,WA 98103,349.27536231884056
2014-06-18,535000.0,4.0,2.5,2610,2.0,2610,0,7810 NE 199th St,Kenmore,WA 98028,204.9808429118774
2014-06-18,690000.0,3.0,3.25,1540,3.0,1540,0,423 N 50th St,Seattle,WA 98103,448.05194805194805
2014-06-19,576000.0,3.0,2.5,1940,1.0,970,970,8817 28th Ave NW,Seattle,WA 98117,296.9072164948454
2014-06-19,378750.0,3.0,2.5,2160,1.5,1260,900,3508 S Genesee St,Seattle,WA 98118,175.34722222222223
2014-06-19,269900.0,4.0,1.75,1530,1.5,1530,0,13805 SE Fairwood Blvd,Renton,WA 98058,176.40522875816993
2014-06-19,210000.0,3.0,2.0,1440,1.0,1440,0,11803 SE 322nd Pl,Auburn,WA 98092,145.83333333333334
2014-06-19,429900.0,4.0,2.5,2640,2.0,2640,0,14007 SE 159th Pl,Renton,WA 98058,162.8409090909091
2014-06-19,360000.0,4.0,2.5,2850,2.0,2850,0,27437 237th Ave SE,Maple Valley,WA 98038,126.3157894736842
2014-06-19,405000.0,2.0,1.0,1260,1.0,1260,0,9532 Phinney Ave N,Seattle,WA 98103,321.42857142857144
2014-06-19,450000.0,3.0,1.75,1610,1.0,1610,0,12234 NE 65th St,Kirkland,WA 98033,279.5031055900621
2014-06-19,703000.0,3.0,2.0,1360,1.5,1360,0,4401 SW Hill St,Seattle,WA 98116,516.9117647058823
2014-06-19,661000.0,4.0,2.5,2496,2.0,2496,0,8517 143rd Ct NE,Redmond,WA 98052,264.82371794871796
2014-06-19,580000.0,4.0,2.25,2160,1.0,2160,0,2422 171 Ave SE,Bellevue,WA 98008,268.51851851851853
2014-06-19,464000.0,3.0,1.0,1320,2.0,1320,0,316 35th Ave,Seattle,WA 98122,351.5151515151515
2014-06-19,945000.0,2.0,2.5,2540,2.0,2540,0,3241 63rd Ave SW,Seattle,WA 98116,372.0472440944882
2014-06-19,659500.0,4.0,3.0,2620,1.0,1870,750,11605 SE 45th Pl,Bellevue,WA 98006,251.7175572519084
2014-06-19,200000.0,3.0,1.5,1140,1.0,1140,0,14015 43rd Ave S,Tukwila,WA 98168,175.43859649122808
2014-06-19,280000.0,3.0,2.0,1790,1.0,1790,0,15611 SE 322nd Pl,Auburn,WA 98092,156.4245810055866
2014-06-19,346150.0,3.0,2.0,2140,1.0,1480,660,2515 NE 19th St,Renton,WA 98056,161.75233644859813
2014-06-19,197500.0,3.0,1.0,1330,2.0,1330,0,1535 Griffin Ave,Enumclaw,WA 98022,148.49624060150376
2014-06-19,799000.0,4.0,2.5,2590,2.0,2590,0,4022 NE 95th St,Seattle,WA 98115,308.4942084942085
2014-06-19,350000.0,2.0,1.0,1620,1.0,850,770,12411 84th Ave NE,Kirkland,WA 98034,216.0493827160494
2014-06-19,720000.0,4.0,2.5,2440,2.0,2440,0,7210 221st Ave NE,Redmond,WA 98053,295.08196721311475
2014-06-19,519000.0,3.0,2.75,2020,1.0,1270,750,18107-18199 6th Ave SW,Normandy Park,WA 98166,256.9306930693069
2014-06-19,590300.0,3.0,1.5,1470,2.0,1470,0,4709 43rd Ave S,Seattle,WA 98118,401.5646258503401
2014-06-19,410000.0,6.0,2.75,2520,1.0,1320,1200,3306 NE 185th St,Lake Forest Park,WA 98155,162.6984126984127
2014-06-19,437000.0,2.0,1.75,1440,1.0,1440,0,23047 NE 130th St,Redmond,WA 98053,303.47222222222223
2014-06-19,221000.0,3.0,2.25,1640,1.0,1140,500,37724 26th Dr S,Federal Way,WA 98003,134.7560975609756
2014-06-19,380000.0,4.0,2.25,2150,1.0,1090,1060,18507 71st Ave NE,Kenmore,WA 98028,176.74418604651163
2014-06-19,506000.0,2.0,1.0,1570,1.0,1150,420,12723 11th Ave NW,Seattle,WA 98177,322.2929936305732
2014-06-19,395000.0,4.0,1.0,1980,1.0,1430,550,475 SW Forest Dr,Issaquah,WA 98027,199.4949494949495
2014-06-19,285000.0,3.0,1.0,1210,1.5,1210,0,7749-7999 31st Ave NW,Seattle,WA 98117,235.53719008264463
2014-06-19,311000.0,3.0,1.75,1900,1.5,1070,830,8653 Wabash Ave S,Seattle,WA 98118,163.68421052631578
2014-06-19,520000.0,3.0,1.75,1940,1.0,1940,0,24020 SE 202nd St,Maple Valley,WA 98038,268.0412371134021
2014-06-19,435000.0,3.0,1.75,1310,1.0,1310,0,9729 Dibble Ave NW,Seattle,WA 98117,332.0610687022901
2014-06-19,120000.0,2.0,1.0,990,1.0,990,0,19229 SE 272nd St,Kent,WA 98042,121.21212121212122
2014-06-19,186000.0,3.0,2.0,1340,1.0,920,420,119 10th St SE,Auburn,WA 98002,138.80597014925374
2014-06-19,756000.0,4.0,2.25,2160,1.0,1080,1080,2667 11th Ave W,Seattle,WA 98119,350.0
2014-06-19,248000.0,4.0,2.0,2080,1.0,1040,1040,6105 S 124th St,Seattle,WA 98178,119.23076923076923
2014-06-19,287000.0,3.0,2.0,1300,1.5,1300,0,13304 24th Ave S,SeaTac,WA 98168,220.76923076923077
2014-06-19,510000.0,4.0,2.5,2610,2.0,2610,0,19615 55th Ave NE,Lake Forest Park,WA 98155,195.4022988505747
2014-06-19,249000.0,3.0,1.0,1050,1.0,1050,0,22115 104th Pl SE,Kent,WA 98031,237.14285714285714
2014-06-19,340000.0,3.0,2.5,2480,2.0,2480,0,18210 170th Pl SE,Renton,WA 98058,137.09677419354838
2014-06-19,399888.0,4.0,2.25,1820,1.5,1320,500,1559 N 130th St,Seattle,WA 98133,219.71868131868132
2014-06-19,440000.0,3.0,1.75,1170,1.0,1170,0,9319 167th Ave NE,Redmond,WA 98052,376.0683760683761
2014-06-19,899000.0,4.0,2.25,2370,1.0,1440,930,2411 NW Blue Ridge Dr,Seattle,WA 98177,379.32489451476795
2014-06-19,540500.0,5.0,3.75,3090,2.0,3090,0,493 S 187th Ln,Burien,WA 98148,174.9190938511327
2014-06-19,385000.0,3.0,1.75,2310,1.0,1630,680,26525 Woodland Way S,Kent,WA 98030,166.66666666666666
2014-06-19,558000.0,4.0,2.25,2060,1.0,1320,740,6132-6198 125th Ave SE,Bellevue,WA 98006,270.873786407767
2014-06-19,600000.0,3.0,2.0,2540,1.0,2540,0,37124-37118 237th Pl SE,Enumclaw,WA 98022,236.2204724409449
2014-06-19,450000.0,4.0,2.5,2400,2.0,2400,0,378 Nile Pl NE,Renton,WA 98059,187.5
2014-06-19,232500.0,3.0,1.0,1320,1.0,880,440,30606 2nd Ave SW,Federal Way,WA 98023,176.13636363636363
2014-06-19,436000.0,2.0,1.0,790,1.0,790,0,1524 30th Ave,Seattle,WA 98122,551.8987341772151
2014-06-19,240000.0,4.0,2.0,1790,1.0,1670,120,1009 S 229th Pl,Des Moines,WA 98198,134.0782122905028
2014-06-19,489950.0,3.0,2.25,1820,2.0,1820,0,9243 NE 126th Pl,Kirkland,WA 98034,269.2032967032967
2014-06-19,680000.0,6.0,2.0,1670,1.0,900,770,4718 11th Ave NE,Seattle,WA 98105,407.18562874251495
2014-06-19,352450.0,3.0,2.0,1430,1.0,1430,0,17510 12th Ave NE,Shoreline,WA 98155,246.46853146853147
2014-06-19,335000.0,4.0,2.0,2030,1.0,2030,0,27610 SE Mud Mountain Rd,Enumclaw,WA 98022,165.02463054187191
2014-06-19,549000.0,4.0,1.75,1290,2.0,1290,0,742 N 70th St,Seattle,WA 98103,425.5813953488372
2014-06-19,618250.0,4.0,3.25,2520,1.5,1550,970,7019 Brooklyn Ave NE,Seattle,WA 98115,245.3373015873016
2014-06-19,850000.0,2.0,1.75,1590,1.5,1320,270,2505 42nd Ave W,Seattle,WA 98199,534.5911949685535
2014-06-19,930000.0,5.0,2.0,3530,1.5,3530,0,2833 Cascadia Ave S,Seattle,WA 98144,263.4560906515581
2014-06-19,505000.0,3.0,2.5,1610,2.0,1610,0,24944 SE 43rd St,Issaquah,WA 98029,313.6645962732919
2014-06-19,925000.0,4.0,2.5,3280,2.0,3280,0,5310 236th Ave NE,Redmond,WA 98053,282.0121951219512
2014-06-19,275000.0,3.0,1.75,1860,1.0,1860,0,304 SW 316th St,Federal Way,WA 98023,147.8494623655914
2014-06-19,499000.0,3.0,1.75,1840,1.0,920,920,7043 Mary Ave NW,Seattle,WA 98117,271.19565217391306
2014-06-19,507000.0,3.0,2.5,2120,2.0,2120,0,12200 Densmore Ave N,Seattle,WA 98133,239.1509433962264
2014-06-19,619850.0,4.0,2.5,2270,1.0,1500,770,4802 122nd Ave SE,Bellevue,WA 98006,273.0616740088106
2014-06-19,500000.0,3.0,2.5,2840,1.0,1870,970,9320 318th Pl NE,Carnation,WA 98014,176.05633802816902
2014-06-19,310000.0,4.0,1.5,1220,1.0,1220,0,4201 Regal St,Carnation,WA 98014,254.0983606557377
2014-06-19,646000.0,4.0,2.5,2310,2.0,2310,0,8903 3rd Ave NW,Seattle,WA 98117,279.65367965367966
2014-06-19,265000.0,3.0,1.75,1840,1.0,1840,0,2714 SW 323rd St,Federal Way,WA 98023,144.02173913043478
2014-06-19,475000.0,3.0,2.5,950,2.0,950,0,419 Federal Ave E,Seattle,WA 98102,500.0
2014-06-19,600000.0,4.0,2.25,3070,2.0,3070,0,12869-12951 NE 144th Way,Kirkland,WA 98034,195.43973941368077
2014-06-19,470000.0,3.0,2.0,1730,1.0,1730,0,29448 SE 208th St,Maple Valley,WA 98038,271.67630057803467
2014-06-19,319950.0,2.0,1.0,920,1.0,920,0,11260 Marine View Dr SW,Seattle,WA 98146,347.7717391304348
2014-06-19,712000.0,3.0,2.75,3200,2.0,3200,0,26008 SE 23rd Pl,Sammamish,WA 98075,222.5
2014-06-19,775000.0,4.0,2.75,3010,2.0,3010,0,25916 SE 22nd Pl,Sammamish,WA 98075,257.4750830564784
2014-06-19,390000.0,3.0,2.25,1600,1.0,1090,510,14102 81st Pl NE,Kirkland,WA 98034,243.75
2014-06-19,585000.0,4.0,2.5,2840,2.0,2840,0,12458 Juanita Dr NE,Kirkland,WA 98034,205.98591549295776
2014-06-19,1027000.0,3.0,2.5,2430,2.0,2430,0,3215 107th Ave SE,Bellevue,WA 98004,422.63374485596705
2014-06-19,232603.0,3.0,1.75,1750,2.0,1750,0,1002 Pike St NE,Auburn,WA 98002,132.916
2014-06-19,543000.0,3.0,2.25,1240,3.0,1240,0,3455 Meridian Ave N,Seattle,WA 98103,437.9032258064516
2014-06-19,607500.0,3.0,3.25,1530,3.0,1530,0,1537 NW 58th St,Seattle,WA 98107,397.05882352941177
2014-06-19,750000.0,3.0,3.5,3390,2.0,3040,350,11619 SE 73rd Pl,Newcastle,WA 98059,221.23893805309734
2014-06-19,728050.0,3.0,2.5,2320,1.0,2320,0,24233 NE 131st Terrace,Redmond,WA 98053,313.8146551724138
2014-06-19,734990.0,4.0,2.5,2650,2.0,2650,0,Eastridge Drive Promenade,Redmond,WA 98053,277.35471698113207
2014-06-19,330000.0,3.0,2.5,2238,2.0,2238,0,1326 SW 340th St,Federal Way,WA 98023,147.45308310991956
2014-06-20,605000.0,4.0,2.5,2620,2.0,2620,0,8113 120th Pl SE,Newcastle,WA 98056,230.91603053435114
2014-06-20,441000.0,3.0,2.75,1910,1.0,1160,750,14413 88th Ave NE,Kirkland,WA 98034,230.89005235602093
2014-06-20,650000.0,4.0,2.5,3040,2.0,3040,0,22540 NE 92nd St,Redmond,WA 98053,213.81578947368422
2014-06-20,395000.0,3.0,1.0,1500,1.0,900,600,8548 18th Ave NW,Seattle,WA 98117,263.3333333333333
2014-06-20,245000.0,1.0,0.75,380,1.0,380,0,13602 8th Ave S,Burien,WA 98168,644.7368421052631
2014-06-20,905000.0,4.0,3.5,2970,2.0,2340,630,9400 SE 47th St,Mercer Island,WA 98040,304.71380471380473
2014-06-20,660000.0,4.0,3.25,3030,2.0,3030,0,24554 SE 39th Pl,Issaquah,WA 98029,217.82178217821783
2014-06-20,378000.0,4.0,2.5,1890,1.0,1230,660,41936 SE 168th St,North Bend,WA 98045,200.0
2014-06-20,600000.0,2.0,1.0,1040,1.0,1040,0,122 16th Ave E,Seattle,WA 98112,576.9230769230769
2014-06-20,632500.0,4.0,2.5,2090,2.0,2090,0,21604 NE 22nd Ct,Sammamish,WA 98074,302.63157894736844
2014-06-20,210000.0,2.0,2.0,1680,2.0,1680,0,111 F St SE,Auburn,WA 98002,125.0
2014-06-20,754800.0,2.0,2.5,2770,2.0,2770,0,Sunrise Loop Trail,Redmond,WA 98053,272.4909747292419
2014-06-20,175000.0,2.0,1.0,1020,1.0,1020,0,214 7th St SE,Auburn,WA 98002,171.5686274509804
2014-06-20,455000.0,3.0,2.25,1470,2.0,1470,0,24201-24231 SE 43rd Ct,Issaquah,WA 98029,309.5238095238095
2014-06-20,450000.0,3.0,2.0,1430,1.0,980,450,8012 Wallingford Ave N,Seattle,WA 98103,314.68531468531467
2014-06-20,790000.0,4.0,1.75,2050,1.0,1450,600,3860 NE 157th Pl,Lake Forest Park,WA 98155,385.3658536585366
2014-06-20,480000.0,4.0,1.0,2080,1.0,1040,1040,7520 Jones Ave NW,Seattle,WA 98117,230.76923076923077
2014-06-20,850000.0,3.0,2.25,2870,2.0,2250,620,7446-7498 Gatewood Rd SW,Seattle,WA 98136,296.1672473867596
2014-06-20,725000.0,4.0,3.25,3940,2.0,3440,500,17161 SE 100th St,Renton,WA 98059,184.01015228426397
2014-06-20,380000.0,3.0,1.5,1520,1.0,1020,500,4218 SW Sullivan St,Seattle,WA 98136,250.0
2014-06-20,979000.0,3.0,1.5,1700,1.0,1700,0,9000 Lake Washington Blvd NE,Bellevue,WA 98004,575.8823529411765
2014-06-20,359950.0,3.0,2.25,1940,1.0,1100,840,11317 82nd Ave S,Seattle,WA 98178,185.54123711340208
2014-06-20,665900.0,4.0,2.25,2870,2.0,2220,650,10030 44th Ave SW,Seattle,WA 98146,232.02090592334494
2014-06-20,812000.0,3.0,3.25,3240,2.0,3240,0,20627 NE 25th Ct,Sammamish,WA 98074,250.6172839506173
